Crop,Pest,Pesticide,Application Method,Dosage
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
grapes,Powdery Mildew,Sulfur,Spray,3.0 g/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
jute,Jute Stem Weevil,Dimethoate,Spray,1.0 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
kidneybeans,Whitefly,Acetamiprid,Spray,0.8 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
lentil,Cutworm,Cypermethrin,Spray,2.0 ml/L
